Date,Team,Notes,Year injured,Injured,Player
11/4/2018,Nets,returned to lineup,2018,1,Rodions Kurucs
11/5/2018,Grizzlies,sore right knee (DTD),2018,1,Omri Casspi
11/5/2018,Heat,right knee injury (DTD),2018,1,Hassan Whiteside
11/5/2018,Jazz,returned to lineup,2018,1,Alec Burks
11/5/2018,Knicks,back injury (DTD),2018,1,Tim Hardaway Jr.
11/5/2018,Knicks,returned to lineup,2018,1,Kevin Knox
11/5/2018,Timberwolves,returned to lineup,2018,1,Derrick Rose
11/6/2018,Bucks,returned to lineup,2018,1,Christian Wood
11/6/2018,Cavaliers,sprained left ankle (out indefinitely),2018,1,Sam Dekker
11/6/2018,Raptors,left shoulder subluxation (DTD),2018,1,Norman Powell
11/6/2018,Spurs,sore right foot (DTD),2018,1,Pau Gasol
11/6/2018,Thunder,sprained left ankle (DTD),2018,1,Russell Westbrook
11/7/2018,Heat,right knee injury (DTD),2018,1,Goran Dragic
11/7/2018,Kings,returned to lineup,2018,1,Bogdan Bogdanovic
11/7/2018,Knicks,sore left knee (DTD),2018,1,Lance Thomas
11/7/2018,Knicks,returned to lineup,2018,1,Tim Hardaway Jr.
11/7/2018,Rockets,illness (DTD),2018,1,Michael Carter-Williams
11/7/2018,Warriors,toe injury (DTD),2018,1,Draymond Green
11/9/2018,Cavaliers,lower back spasms (DTD),2018,1,Cedi Osman
11/9/2018,Knicks,surgery on left knee (out indefinitely),2018,1,Lance Thomas
11/9/2018,Warriors,strained left groin (out indefinitely),2018,1,Stephen Curry
11/10/2018,Mavericks,returned to lineup,2018,1,Devin Harris
11/10/2018,Rockets,illness (DTD),2018,1,Carmelo Anthony
11/10/2018,Rockets,returned to lineup,2018,1,Michael Carter-Williams
11/10/2018,Spurs,sprained right ankle (DTD),2018,1,Jakob Poeltl
11/10/2018,Suns,tightness in lower back (DTD),2018,1,Ryan Anderson
11/10/2018,76ers,fractured nose,2018,1,Mike Muscala
11/11/2018,Grizzlies,sprained MCL in left knee (out indefinitely),2018,1,Dillon Brooks
11/12/2018,76ers,returned to lineup,2018,1,Mike Muscala
11/12/2018,Hornets,sprained right ankle (DTD),2018,1,Michael Kidd-Gilchrist
11/12/2018,Nets,illness (DTD),2018,1,Jarrett Allen
11/12/2018,Spurs,returned to lineup,2018,1,Jakob Poeltl
11/12/2018,Spurs,returned to lineup,2018,1,Rudy Gay
11/13/2018,Grizzlies,illness (DTD),2018,1,Ivan Rabb
11/13/2018,Nets,right foot injury (out indefinitely),2018,1,Caris LeVert
11/13/2018,Raptors,strained right adductor (DTD),2018,1,C.J. Miles
11/14/2018,Cavaliers,returned to lineup,2018,1,Cedi Osman
11/14/2018,Celtics,illness (DTD),2018,1,Marcus Morris
11/14/2018,Heat,illness (DTD),2018,1,Derrick Jones Jr.
11/14/2018,Raptors,sore right knee (DTD),2018,1,Serge Ibaka
11/14/2018,Suns,returned to lineup,2018,1,Ryan Anderson
11/15/2018,Blazers,right knee injury (DTD),2018,1,Seth Curry
11/15/2018,Bucks,strained left quadriceps (DTD),2018,1,Donte DiVincenzo
11/15/2018,Bucks,left wrist injury (DTD),2018,1,John Henson
11/15/2018,Hawks,right Achilles injury (DTD),2018,1,Taurean Prince
11/15/2018,Lakers,fractured right hand (out indefinitely),2018,1,Rajon Rondo
11/16/2018,Heat,returned to lineup,2018,1,Derrick Jones Jr.
11/16/2018,Mavericks,strained left hamstring (DTD),2018,1,Wes Matthews Jr.
11/16/2018,Nets,sprained right ankle (DTD),2018,1,Rondae Hollis-Jefferson
11/16/2018,Raptors,returned to lineup,2018,1,Serge Ibaka
11/17/2018,Nuggets,hamstring injury (DTD),2018,1,Torrey Craig
11/17/2018,Spurs,concussion (DTD),2018,1,Davis Bertans
11/17/2018,Thunder,illness (DTD),2018,1,Alex Abrines
11/17/2018,Warriors,sore left foot (DTD),2018,1,Alfonzo McKinnie
11/18/2018,Knicks,illness (DTD),2018,1,Mario Hezonja
11/19/2018,Bulls,surgery on left ankle (out for season),2018,1,Denzel Valentine
11/19/2018,Hawks,returned to lineup,2018,1,Justin Anderson
11/19/2018,Mavericks,strained left adductor (DTD),2018,1,Jose Barea 
11/19/2018,Thunder,illness (DTD),2018,1,Nerlens Noel
11/19/2018,Grizzlies,thumb injury (DTD),2018,1,Jevon Carter
11/20/2018,76ers,right shoulder injury (DTD),2018,1,Markelle Fultz
11/20/2018,Knicks,returned to lineup,2018,1,Mario Hezonja
11/20/2018,Grizzlies,returned to lineup,2018,1,Jevon Carter
11/21/2018,Hawks,sore back (DTD),2018,1,Alex Len
11/21/2018,Hornets,sprained right ankle (DTD),2018,1,Willy Hernangomez
11/21/2018,Thunder,returned to lineup,2018,1,Nerlens Noel
11/22/2018,Thunder,sprained left ankle (out indefinitely),2018,1,Hamidou Diallo
11/23/2018,Clippers,head injury (DTD),2018,1,Tyrone Wallace
11/23/2018,Hawks,returned to lineup,2018,1,Alex Len
11/23/2018,Hornets,returned to lineup,2018,1,Willy Hernangomez
11/23/2018,Knicks,illness (DTD),2018,1,Ron Baker
11/23/2018,Nuggets,returned to lineup,2018,1,Torrey Craig
11/23/2018,Thunder,returned to lineup,2018,1,Alex Abrines
11/24/2018,Bucks,sore right knee (DTD),2018,1,Ersan Ilyasova
11/24/2018,Mavericks,sprained right wrist (DTD),2018,1,Dennis Smith Jr.
11/24/2018,Nuggets,sore left ankle (DTD),2018,1,Gary Harris
11/24/2018,Pelicans,strained right hip (DTD),2018,1,Anthony Davis
11/24/2018,Rockets,left leg injury (DTD),2018,1,Chris Paul
11/25/2018,Knicks,returned to lineup,2018,1,Ron Baker
11/25/2018,Hornets,rib injury (DTD),2018,1,Tony Parker
11/26/2018,Hornets,returned to lineup,2018,1,Tony Parker
11/26/2018,Rockets,sore right ankle (DTD),2018,1,Gerald Green 
11/26/2018,Rockets,sprained left ankle (DTD),2018,1,Qi Zhou
11/27/2018,Raptors,back spasms (DTD),2018,1,Greg Monroe
11/28/2018,Clippers,right foot injury (DTD),2018,1,Jerome Robinson
11/28/2018,Clippers,back spasms (DTD),2018,1,Marcin Gortat
11/28/2018,Hawks,sprained left ankle (DTD),2018,1,Jeremy Lin
11/28/2018,Cavaliers,sore right knee (DTD),2018,1,David Nwaba
11/28/2018,Cavaliers,sprained left ankle (DTD),2018,1,Sam Dekker
11/29/2018,Clippers,returned to lineup,2018,1,Marcin Gortat
11/29/2018,Clippers,returned to lineup,2018,1,Tyrone Wallace
11/29/2018,Raptors,returned to lineup,2018,1,Greg Monroe
11/30/2018,Heat,strained right hamstring (DTD),2018,1,Derrick Jones Jr.
11/30/2018,Mavericks,sore right knee (DTD),2018,1,Maxi Kleber
11/30/2018,Nuggets,returned to lineup,2018,1,Gary Harris
11/30/2018,Rockets,returned to lineup,2018,1,Gerald Green 
11/30/2018,Suns,toe injury (DTD),2018,1,Devin Booker
11/30/2018,Wizards,surgery on back (out for season),2018,1,Dwight Howard
12/1/2018,Cavaliers,left knee injury (DTD),2018,1,Ante Zizic
12/1/2018,Cavaliers,returned to lineup,2018,1,George Hill
12/1/2018,Raptors,sore back (DTD),2018,1,Kyle Lowry
12/1/2018,Rockets,returned to lineup,2018,1,Nene Hilario 
12/1/2018,Wizards,lower back spasms (DTD),2018,1,Jeff Green
12/2/2018,76ers,left big toe injury (DTD),2018,1,Demetrius Jackson
12/2/2018,Blazers,left Achilles injury (DTD),2018,1,Evan Turner
12/2/2018,Grizzlies,sore left knee (DTD),2018,1,Wayne Selden Jr.
12/2/2018,Knicks,sprained right knee (DTD),2018,1,Trey Burke
12/2/2018,Pelicans,tibia injury (DTD),2018,1,E'Twaun Moore
12/2/2018,Spurs,stiff neck (DTD),2018,1,Marco Belinelli
12/3/2018,Hawks,returned to lineup,2018,1,Jeremy Lin
12/3/2018,Hornets,strained right shoulder (DTD),2018,1,Marvin Williams
12/3/2018,Pelicans,illness (DTD),2018,1,Nikola Mirotic
12/3/2018,Pelicans,returned to lineup,2018,1,E'Twaun Moore
12/3/2018,Raptors,returned to lineup,2018,1,Kyle Lowry
12/3/2018,Suns,strained left hamstring (out indefinitely),2018,1,Devin Booker
12/3/2018,Wizards,returned to lineup,2018,1,Jeff Green
12/3/2018,Nets,adductor injury (DTD),2018,1,Joe Harris
12/4/2018,76ers,thoracic outlet syndrome (out for season),2018,1,Markelle Fultz
12/4/2018,Hawks,left ankle injury (out indefinitely),2018,1,Taurean Prince
12/4/2018,Mavericks,sore left knee (DTD),2018,1,Salah Mejri
12/4/2018,Pistons,sprained left ankle (DTD),2018,1,Reggie Bullock
12/4/2018,Spurs,returned to lineup,2018,1,Marco Belinelli
12/4/2018,Pelicans,returned to lineup,2018,1,Frank Jackson
12/5/2018,Hawks,right hip injury (DTD),2018,1,Omari Spellman
12/5/2018,Nets,returned to lineup,2018,1,Joe Harris
12/5/2018,Thunder,returned to lineup,2018,1,Hamidou Diallo
12/5/2018,Warriors,returned to lineup,2018,1,Alfonzo McKinnie
12/5/2018,Wizards,back injury (DTD),2018,1,Jeff Green
12/7/2018,76ers,returned to lineup,2018,1,Jonah Bolden
12/7/2018,Hawks,strained lower back (DTD),2018,1,Jeremy Lin
12/7/2018,Pistons,bruised left knee (DTD),2018,1,Stanley Johnson
12/8/2018,Blazers,illness (DTD),2018,1,Anfernee Simons
12/8/2018,Cavaliers,toe injury (DTD),2018,1,Rodney Hood
12/8/2018,Celtics,sore left knee (DTD),2018,1,Al Horford
12/8/2018,Heat,right shoulder injury (DTD),2018,1,Josh Richardson
12/9/2018,Knicks,strained left hamstring (DTD),2018,1,Allonzo Trier
12/9/2018,Spurs,abdominal injury (DTD),2018,1,Dante Cunningham
12/10/2018,Bucks,sore neck (DTD),2018,1,Giannis Antetokounmpo
12/10/2018,Bucks,left knee injury (DTD),2018,1,Pat Connaughton
12/10/2018,Bulls,returned to lineup,2018,1,Bobby Portis
12/10/2018,Cavaliers,returned to lineup,2018,1,Rodney Hood
12/10/2018,Grizzlies,sore right knee (DTD),2018,1,Jevon Carter
12/10/2018,Heat,bruised left hip (DTD),2018,1,Tyler Johnson
12/10/2018,Suns,sore left knee (DTD),2018,1,Jamal Crawford
12/10/2018,Warriors,right hip injury (DTD),2018,1,Andre Iguodala
12/10/2018,Wizards,sore left heel (DTD),2018,1,John Wall 
12/10/2018,Celtics,sprained left ankle (DTD),2018,1,Aron Baynes
12/11/2018,Cavaliers,sprained left foot (DTD),2018,1,Tristan Thompson
12/11/2018,Clippers,left hamstring injury (DTD),2018,1,Lou Williams
12/11/2018,Pelicans,right ankle injury (DTD),2018,1,Nikola Mirotic
12/11/2018,Pistons,sprained left ankle (DTD),2018,1,Glenn Robinson III
12/11/2018,Pistons,sprained left ankle (DTD),2018,1,Henry Ellenson
12/11/2018,Spurs,returned to lineup,2018,1,Dante Cunningham
12/12/2018,76ers,illness (DTD),2018,1,Mike Muscala
12/12/2018,Bucks,returned to lineup,2018,1,Giannis Antetokounmpo
12/12/2018,Bucks,returned to lineup,2018,1,Pat Connaughton
12/12/2018,Celtics,illness (DTD),2018,1,Jaylen Brown
12/12/2018,Celtics,returned to lineup,2018,1,Aron Baynes
12/12/2018,Heat,sore right knee (DTD),2018,1,Goran Dragic
12/12/2018,Wizards,returned to lineup,2018,1,John Wall 
12/12/2018,Grizzlies,concussion (DTD),2018,1,Yuta Watanabe
12/13/2018,Blazers,returned to lineup,2018,1,Anfernee Simons
12/13/2018,Mavericks,returned to lineup,2018,1,Dirk Nowitzki
12/13/2018,Raptors,left thumb injury (DTD),2018,1,Jonas Valanciunas
12/13/2018,Suns,returned to lineup,2018,1,Jamal Crawford
12/13/2018,Warriors,bruised pelvis (DTD),2018,1,Shaun Livingston
12/14/2018,Bucks,right finger injury (DTD),2018,1,Khris Middleton
12/14/2018,Heat,general soreness (DTD),2018,1,Dwyane Wade
12/14/2018,Knicks,sore right shoulder (DTD),2018,1,Damyean Dotson
12/14/2018,Raptors,left thigh injury (DTD),2018,1,Kyle Lowry
12/15/2018,Bulls,stomach illness (DTD),2018,1,Jabari Parker
12/15/2018,Kings,left knee injury (DTD),2018,1,Marvin Bagley III
12/15/2018,Knicks,"left ankle, groin injury (DTD)",2018,1,Mitchell Robinson
12/16/2018,Heat,returned to lineup,2018,1,Dwyane Wade
12/16/2018,Kings,hip injury (DTD),2018,1,Iman Shumpert
12/16/2018,Lakers,flu (DTD),2018,1,JaVale McGee
12/16/2018,Raptors,back injury (DTD),2018,1,Pascal Siakam
12/17/2018,Bucks,returned to lineup,2018,1,Khris Middleton
12/17/2018,Grizzlies,returned to lineup,2018,1,Yuta Watanabe
12/17/2018,Knicks,right heel injury (DTD),2018,1,Tim Hardaway Jr.
12/17/2018,Timberwolves,left ankle injury (DTD),2018,1,Jeff Teague
12/18/2018,Cavaliers,back injury (DTD),2018,1,Jordan Clarkson
12/18/2018,Pelicans,sprained right ankle (DTD),2018,1,Julius Randle
12/19/2018,Cavaliers,sore left knee (DTD),2018,1,Matthew Dellavedova
12/19/2018,Cavaliers,returned to lineup,2018,1,Jordan Clarkson
12/19/2018,Grizzlies,illness (DTD),2018,1,Omri Casspi
12/19/2018,Heat,surgery on right knee (out indefinitely),2018,1,Goran Dragic
12/19/2018,Kings,sore right foot (DTD),2018,1,Bogdan Bogdanovic
12/19/2018,Raptors,right knee injury (DTD),2018,1,Serge Ibaka
12/19/2018,Raptors,returned to lineup,2018,1,Norman Powell
12/19/2018,Raptors,returned to lineup,2018,1,Pascal Siakam
12/20/2018,Bulls,sprained right ankle (out indefinitely),2018,1,Bobby Portis
12/20/2018,Celtics,fractured left hand (out indefinitely),2018,1,Aron Baynes
12/20/2018,Heat,right ankle injury (DTD),2018,1,Justise Winslow
12/20/2018,Mavericks,illness (DTD),2018,1,Ryan Broekhoff
12/21/2018,76ers,bruised left quadricep (DTD),2018,1,Wilson Chandler
12/21/2018,Bulls,strained right calf (DTD),2018,1,Cameron Payne
12/21/2018,Cavaliers,returned to lineup,2018,1,Matthew Dellavedova
12/21/2018,Pacers,bruised right knee (DTD),2018,1,Tyreke Evans
12/21/2018,Raptors,bruised left knee (DTD),2018,1,Danny Green
12/21/2018,Rockets,strained left hamstring (out indefinitely),2018,1,Chris Paul
12/22/2018,Cavaliers,left Achilles injury (DTD),2018,1,Rodney Hood
12/22/2018,Mavericks,returned to lineup,2018,1,Ryan Broekhoff
12/22/2018,Raptors,returned to lineup,2018,1,Danny Green
12/22/2018,Wizards,illness (DTD),2018,1,John Wall 
12/23/2018,Bulls,returned to lineup,2018,1,Cameron Payne
12/23/2018,Clippers,returned to lineup,2018,1,Jerome Robinson
12/23/2018,Lakers,back spasms (DTD),2018,1,Tyson Chandler
12/24/2018,Jazz,sprained right ankle (DTD),2018,1,Grayson Allen
12/25/2018,Cavaliers,sprained left ankle (DTD),2018,1,David Nwaba
12/25/2018,Lakers,returned to lineup,2018,1,Tyson Chandler
12/26/2018,Hawks,strained back (DTD),2018,1,Alex Len
12/26/2018,Lakers,strained left groin (DTD),2018,1,LeBron James
12/26/2018,Lakers,right finger injury (out indefinitely),2018,1,Rajon Rondo
12/26/2018,Pacers,illness (DTD),2018,1,Kyle O'Quinn
12/26/2018,Raptors,sprained left ankle (DTD),2018,1,Chris Boucher
12/26/2018,Spurs,returned to lineup,2018,1,Lonnie Walker IV
12/27/2018,Mavericks,sore right foot (DTD),2018,1,Wes Matthews Jr.
12/28/2018,Cavaliers,sore right knee (DTD),2018,1,Ante Zizic
12/28/2018,Heat,illness (DTD),2018,1,Udonis Haslem
12/28/2018,Jazz,left thumb injury (DTD),2018,1,Jae Crowder
12/28/2018,Lakers,surgery on right finger (out indefinitely),2018,1,Rajon Rondo
12/28/2018,Pacers,returned to lineup,2018,1,Kyle O'Quinn
12/28/2018,Thunder,bruised right quadriceps (DTD),2018,1,Paul George
12/29/2018,Pelicans,sprained right ankle (DTD),2018,1,Cheick Diallo
12/29/2018,Warriors,returned to lineup,2018,1,Jacob Evans
12/29/2018,Wizards,surgery on left Achilles (out for season),2018,1,John Wall 
12/30/2018,76ers,sore left knee (DTD),2018,1,Joel Embiid
12/30/2018,Hawks,sprained right ankle (out indefinitely),2018,1,Kent Bazemore
12/30/2018,Heat,illness (DTD),2018,1,James Johnson
12/30/2018,Heat,returned to lineup,2018,1,Udonis Haslem
12/30/2018,Lakers,returned to lineup,2018,1,JaVale McGee
12/30/2018,Pistons,returned to lineup,2018,1,Glenn Robinson III
12/30/2018,Thunder,illness (DTD),2018,1,Terrance Ferguson
12/30/2018,Thunder,returned to lineup,2018,1,Paul George
12/30/2018,Timberwolves,illness (DTD),2018,1,Keita Bates-Diop
12/31/2018,Magic,sprained right ankle (DTD),2018,1,D.J. Augustine
12/31/2018,Pelicans,illness (DTD),2018,1,Anthony Davis
12/31/2018,Pelicans,returned to lineup,2018,1,Cheick Diallo
12/31/2018,Spurs,sore left wrist (DTD),2018,1,Rudy Gay
12/31/2018,Thunder,returned to lineup,2018,1,Terrance Ferguson
1/1/2019,76ers,returned to lineup,2019,1,Joel Embiid
1/1/2019,Hornets,fractured right hand (out indefinitely),2019,1,Cody Zeller
1/1/2019,Pistons,bruised left quadricep (DTD),2019,1,Stanley Johnson
1/1/2019,Pistons,right leg injury (DTD),2019,1,Zaza Pachulia
1/2/2019,76ers,upper respiratory infection (DTD),2019,1,Wilson Chandler
1/2/2019,Cavaliers,returned to lineup,2019,1,Rodney Hood
1/2/2019,Heat,illness (DTD),2019,1,Dwyane Wade
1/2/2019,Heat,returned to lineup,2019,1,James Johnson
1/2/2019,Hornets,strained right hamstring (DTD),2019,1,Jeremy Lamb
1/2/2019,Magic,returned to lineup,2019,1,D.J. Augustine
1/2/2019,Nets,strained right adductor (DTD),2019,1,Rondae Hollis-Jefferson
1/2/2019,Pelicans,returned to lineup,2019,1,Anthony Davis
1/2/2019,Pistons,returned to lineup,2019,1,Stanley Johnson
1/2/2019,Timberwolves,returned to lineup,2019,1,Keita Bates-Diop
1/3/2019,Spurs,returned to lineup,2019,1,Rudy Gay
1/4/2019,Cavaliers,sprained left foot (DTD),2019,1,Matthew Dellavedova
1/4/2019,Clippers,knee injury (DTD),2019,1,Milos Teodosic
1/4/2019,Hawks,left knee injury (out for season),2019,1,Miles Plumlee
1/4/2019,Heat,returned to lineup,2019,1,Dwyane Wade
1/4/2019,Lakers,bruised lower back (DTD),2019,1,Kyle Kuzma
1/4/2019,Magic,surgery on right knee (out for season),2019,1,Timofey Mozgov
1/4/2019,Pacers,sore right knee (DTD),2019,1,Ike Anigbogu
1/5/2019,Blazers,left knee injury (DTD),2019,1,Moe Harkless
1/5/2019,Cavaliers,left Achilles injury (DTD),2019,1,Rodney Hood
1/5/2019,Mavericks,tightness in lower back (DTD),2019,1,Devin Harris
1/6/2019,Bulls,returned to lineup,2019,1,Bobby Portis
1/6/2019,Jazz,strained right hamstring (DTD),2019,1,Thabo Sefolosha
1/6/2019,Knicks,sprained left ankle (DTD),2019,1,Frank Ntilikina
1/6/2019,Raptors,returned to lineup,2019,1,Kyle Lowry
1/7/2019,Blazers,returned to lineup,2019,1,Moe Harkless
1/7/2019,Bucks,left hip pointer (DTD),2019,1,D.J. Wilson
1/7/2019,Lakers,returned to lineup,2019,1,Kyle Kuzma
1/7/2019,Mavericks,returned to lineup,2019,1,Devin Harris
1/7/2019,Nets,sore left knee (DTD),2019,1,DeMarre Carroll
1/7/2019,Warriors,sore left knee (DTD),2019,1,Shaun Livingston
1/7/2019,Pacers,returned to lineup,2019,1,Ike Anigbogu
1/8/2019,Bucks,sprained right ankle (DTD),2019,1,Christian Wood
1/8/2019,Cavaliers,returned to lineup,2019,1,Matthew Dellavedova
1/8/2019,Hawks,back injury (DTD),2019,1,Kevin Huerter
1/8/2019,Hornets,returned to lineup,2019,1,Jeremy Lamb
1/8/2019,Jazz,surgery on right knee (out indefinitely),2019,1,Tony Bradley
1/8/2019,Raptors,right hip injury (DTD),2019,1,C.J. Miles
1/8/2019,Timberwolves,sprained right ankle (DTD),2019,1,Derrick Rose
1/9/2019,Grizzlies,surgery on toe (out for season),2019,1,Dillon Brooks
1/9/2019,Hawks,returned to lineup,2019,1,Kevin Huerter
1/9/2019,Magic,sore left foot (DTD),2019,1,Mo Bamba
1/9/2019,Mavericks,illness (DTD),2019,1,Dirk Nowitzki
1/9/2019,Nets,returned to lineup,2019,1,DeMarre Carroll
1/9/2019,Thunder,concussion (out indefinitely),2019,1,Nerlens Noel
1/10/2019,Jazz,strained left groin (DTD),2019,1,Raul Neto
1/10/2019,Spurs,sprained left wrist (DTD),2019,1,Rudy Gay
1/11/2019,76ers,migraine headache (DTD),2019,1,Amir Johnson
1/11/2019,76ers,returned to lineup,2019,1,J.J. Redick
1/11/2019,Bucks,returned to lineup,2019,1,Christian Wood
1/11/2019,Bucks,returned to lineup,2019,1,D.J. Wilson
1/11/2019,Mavericks,returned to lineup,2019,1,Dirk Nowitzki
1/11/2019,Raptors,returned to lineup,2019,1,C.J. Miles
1/11/2019,Timberwolves,returned to lineup,2019,1,Derrick Rose
1/12/2019,Bulls,right elbow injury (DTD),2019,1,Bobby Portis
1/12/2019,Heat,illness (DTD),2019,1,Hassan Whiteside
1/12/2019,Jazz,returned to lineup,2019,1,Grayson Allen
1/12/2019,Mavericks,torn right Achilles tendon (out for season),2019,1,Jose Barea 
1/13/2019,Grizzlies,sprained left ankle (DTD),2019,1,Kyle Anderson
1/13/2019,Hawks,sprained left ankle (DTD),2019,1,Dewayne Dedmon
1/13/2019,Knicks,left hamstring injury (DTD),2019,1,Tim Hardaway Jr.
1/13/2019,Raptors,left thigh injury (DTD),2019,1,Fred VanVleet
1/13/2019,Rockets,sore left knee (DTD),2019,1,Brandon Knight
1/14/2019,Nets,right hamstring injury (DTD),2019,1,Shabazz Napier
1/14/2019,Spurs,bruised left knee (DTD),2019,1,Marco Belinelli
1/15/2019,76ers,returned to lineup,2019,1,Amir Johnson
1/15/2019,Heat,returned to lineup,2019,1,Hassan Whiteside
1/15/2019,Suns,sore left knee (DTD),2019,1,Jamal Crawford
1/16/2019,Bulls,sprained left thumb (out for season),2019,1,Wendell Carter Jr.
1/16/2019,Nets,returned to lineup,2019,1,Rondae Hollis-Jefferson
1/16/2019,Nets,returned to lineup,2019,1,Shabazz Napier
1/16/2019,Pistons,sore lower back (DTD),2019,1,Khyri Thomas
1/16/2019,Raptors,returned to lineup,2019,1,Fred VanVleet
1/16/2019,Spurs,returned to lineup,2019,1,Marco Belinelli
1/17/2019,Cavaliers,sore left foot (DTD),2019,1,Tristan Thompson
1/17/2019,Knicks,returned to lineup,2019,1,Tim Hardaway Jr.
1/18/2019,Heat,illness (DTD),2019,1,Josh Richardson
1/18/2019,Pistons,returned to lineup,2019,1,Khyri Thomas
1/18/2019,Spurs,sore left ankle (DTD),2019,1,DeMar DeRozan
1/19/2019,Grizzlies,back injury (DTD),2019,1,Marc Gasol
1/19/2019,Heat,returned to lineup,2019,1,Josh Richardson
1/19/2019,Magic,sore lower back (DTD),2019,1,Aaron Gordon
1/19/2019,Nuggets,strained abdominal (DTD),2019,1,Juan Hernangomez
1/19/2019,Pelicans,left index finger injury (out indefinitely),2019,1,Anthony Davis
1/19/2019,Pistons,sprained left ankle (DTD),2019,1,Henry Ellenson
1/20/2019,Spurs,returned to lineup,2019,1,DeMar DeRozan
1/20/2019,Suns,returned to lineup,2019,1,Jamal Crawford
1/20/2019,Clippers,right hamstring injury (DTD),2019,1,Lou Williams
1/21/2019,Grizzlies,illness (DTD),2019,1,Omri Casspi
1/21/2019,Grizzlies,returned to lineup,2019,1,Marc Gasol
1/21/2019,Hawks,sore neck (DTD),2019,1,Kevin Huerter
1/22/2019,Clippers,returned to lineup,2019,1,Lou Williams
1/22/2019,Kings,left big toe injury (DTD),2019,1,De'Aaron Fox
1/22/2019,Kings,tightness in lower back (DTD),2019,1,Nemanja Bjelica
1/22/2019,Knicks,sprained left ankle (out indefinitely),2019,1,Luke Kornet
1/23/2019,Bulls,right knee injury (DTD),2019,1,Jabari Parker
1/23/2019,Grizzlies,returned to lineup,2019,1,Omri Casspi
1/23/2019,Nuggets,returned to lineup,2019,1,Juan Hernangomez
1/24/2019,Blazers,sore left knee (DTD),2019,1,Nik Stauskas
1/24/2019,Bucks,right heel injury (DTD),2019,1,Donte DiVincenzo
1/24/2019,Pacers,surgery on right knee to repair ruptured quadriceps tendon (out for season),2019,1,Victor Oladipo
1/24/2019,Pelicans,sprained right ankle (DTD),2019,1,Julius Randle
1/25/2019,76ers,left hamstring injury (DTD),2019,1,Wilson Chandler
1/25/2019,Bulls,returned to lineup,2019,1,Jabari Parker
1/25/2019,Heat,migraine headache (DTD),2019,1,Dion Waiters
1/25/2019,Kings,returned to lineup,2019,1,De'Aaron Fox
1/25/2019,Kings,returned to lineup,2019,1,Nemanja Bjelica
1/25/2019,Nets,right thumb injury (DTD),2019,1,Spencer Dinwiddie
1/25/2019,Nuggets,"fined $25,000 by NBA for altercation with opposing player during game",2019,1,Mason Plumlee
1/25/2019,Spurs,sore left knee (DTD),2019,1,DeMar DeRozan
1/25/2019,Timberwolves,sore right ankle (DTD),2019,1,Derrick Rose
1/26/2019,Blazers,returned to lineup,2019,1,Nik Stauskas
1/27/2019,Heat,left calf injury (DTD),2019,1,Tyler Johnson
1/27/2019,Heat,returned to lineup,2019,1,Dion Waiters
1/27/2019,Lakers,strained left hip (DTD),2019,1,Kyle Kuzma
1/27/2019,Rockets,returned to lineup,2019,1,Brandon Knight
1/27/2019,Wizards,right thumb injury (DTD),2019,1,Ian Mahinmi
1/27/2019,Wizards,back spasms (DTD),2019,1,Sam Dekker
1/28/2019,Grizzlies,sore left knee (DTD),2019,1,JaMychal Green
1/28/2019,Nets,sore lower back (DTD),2019,1,Treveon Graham
1/29/2019,Bucks,right wrist injury (DTD),2019,1,Sterling Brown
1/29/2019,Nets,returned to lineup,2019,1,Treveon Graham
1/29/2019,Pelicans,sprained right ankle (DTD),2019,1,Elfrid Payton
1/29/2019,Thunder,sprained right ankle (DTD),2019,1,Steven Adams
1/29/2019,Wizards,returned to lineup,2019,1,Ian Mahinmi
1/29/2019,Wizards,returned to lineup,2019,1,Sam Dekker
1/30/2019,Blazers,sore right knee (DTD),2019,1,Jusuf Nurkic
1/30/2019,Bulls,sprained right ankle (DTD),2019,1,Zach LaVine
1/30/2019,Grizzlies,returned to lineup,2019,1,JaMychal Green
1/30/2019,Heat,sore right knee (DTD),2019,1,Dwyane Wade
1/30/2019,Heat,returned to lineup,2019,1,Tyler Johnson
1/31/2019,Bucks,returned to lineup,2019,1,Sterling Brown
1/31/2019,Mavericks,sore left ankle (DTD),2019,1,Luka Doncic
1/31/2019,Warriors,illness (DTD),2019,1,Klay Thompson
2/1/2019,Grizzlies,right quadricep injury (DTD),2019,1,Jaren Jackson Jr.
2/1/2019,Grizzlies,sore right shoulder (out for season),2019,1,Kyle Anderson
2/1/2019,Grizzlies,surgery on right knee (out indefinitely),2019,1,Omri Casspi
2/1/2019,Pelicans,bruised left quadricep (DTD),2019,1,E'Twaun Moore
2/1/2019,Pelicans,surgery on right thumb (out for season),2019,1,Trevon Bluiett
2/1/2019,Thunder,returned to lineup,2019,1,Steven Adams
2/2/2019,Bucks,left Achilles injury (DTD),2019,1,Eric Bledsoe
2/2/2019,Bulls,returned to lineup,2019,1,Zach LaVine
2/2/2019,Magic,left leg injury (DTD),2019,1,Mo Bamba
2/2/2019,Mavericks,returned to lineup,2019,1,Luka Doncic
2/2/2019,Spurs,sore right ankle (DTD),2019,1,Dante Cunningham
2/2/2019,Warriors,returned to lineup,2019,1,Klay Thompson
2/3/2019,Celtics,sore back (DTD),2019,1,Robert Williams III
2/3/2019,Grizzlies,returned to lineup,2019,1,Jaren Jackson Jr.
